datasetID,method,auxData,metric,result
BREAST,scDesign3_poi,MeanVar,KDEstat,-5.467196112
HOSTEOSARCOMA,scDesign3_poi,MeanVar,KDEstat,-0.319064829
HPROSTATE,scDesign3_poi,MeanVar,KDEstat,-1.351114275
MBRAIN,scDesign3_poi,MeanVar,KDEstat,-1.31718204
MCATUMOR,scDesign3_poi,MeanVar,KDEstat,-0.848758911
MCORTEX,scDesign3_poi,MeanVar,KDEstat,16.84930594
MGASTRULA,scDesign3_poi,MeanVar,KDEstat,3.564108755
MOBNEW,scDesign3_poi,MeanVar,KDEstat,1.469429999
MUSCLE,scDesign3_poi,MeanVar,KDEstat,-8.69177898
PDAC,scDesign3_poi,MeanVar,KDEstat,-2.212637816
BREAST,SPARsim,MeanVar,KDEstat,3.29989815
HOSTEOSARCOMA,SPARsim,MeanVar,KDEstat,-0.998387657
HPROSTATE,SPARsim,MeanVar,KDEstat,38.35941447
MBRAIN,SPARsim,MeanVar,KDEstat,1.785250462
MCATUMOR,SPARsim,MeanVar,KDEstat,-1.056065945
MCORTEX,SPARsim,MeanVar,KDEstat,0.265256865
MGASTRULA,SPARsim,MeanVar,KDEstat,9.880413383
MOBNEW,SPARsim,MeanVar,KDEstat,-0.890836325
MUSCLE,SPARsim,MeanVar,KDEstat,8.360564053
PDAC,SPARsim,MeanVar,KDEstat,4.69940148
BREAST,splatter,MeanVar,KDEstat,-9.908565408
HOSTEOSARCOMA,splatter,MeanVar,KDEstat,68.34872997
HPROSTATE,splatter,MeanVar,KDEstat,15.74670975
MBRAIN,splatter,MeanVar,KDEstat,12.14337806
MCATUMOR,splatter,MeanVar,KDEstat,46.07550956
MCORTEX,splatter,MeanVar,KDEstat,36.69179406
MGASTRULA,splatter,MeanVar,KDEstat,15.77288521
MOBNEW,splatter,MeanVar,KDEstat,17.04111074
MUSCLE,splatter,MeanVar,KDEstat,159.2344995
PDAC,splatter,MeanVar,KDEstat,236.1997474
BREAST,SRTsim,MeanVar,KDEstat,-1.223992729
HOSTEOSARCOMA,SRTsim,MeanVar,KDEstat,-1.109271193
HPROSTATE,SRTsim,MeanVar,KDEstat,6.091450252
MBRAIN,SRTsim,MeanVar,KDEstat,-1.344682771
MCATUMOR,SRTsim,MeanVar,KDEstat,-1.269728144
MCORTEX,SRTsim,MeanVar,KDEstat,0.293673614
MGASTRULA,SRTsim,MeanVar,KDEstat,-0.525449561
MOBNEW,SRTsim,MeanVar,KDEstat,-0.823187178
MUSCLE,SRTsim,MeanVar,KDEstat,10.77555135
PDAC,SRTsim,MeanVar,KDEstat,-2.085275963
BREAST,symsim,MeanVar,KDEstat,119.0120878
HOSTEOSARCOMA,symsim,MeanVar,KDEstat,-34.20694862
HPROSTATE,symsim,MeanVar,KDEstat,-11.87419478
MBRAIN,symsim,MeanVar,KDEstat,19.15153747
MCATUMOR,symsim,MeanVar,KDEstat,15.05968639
MCORTEX,symsim,MeanVar,KDEstat,80.37645602
MGASTRULA,symsim,MeanVar,KDEstat,15.42438323
MOBNEW,symsim,MeanVar,KDEstat,2.506513663
MUSCLE,symsim,MeanVar,KDEstat,176.4864014
PDAC,symsim,MeanVar,KDEstat,161.8736898
BREAST,zinbwave,MeanVar,KDEstat,-3.544169405
HOSTEOSARCOMA,zinbwave,MeanVar,KDEstat,-0.89610821
HPROSTATE,zinbwave,MeanVar,KDEstat,-1.776849182
MBRAIN,zinbwave,MeanVar,KDEstat,-2.069497483
MCATUMOR,zinbwave,MeanVar,KDEstat,-0.853719218
MCORTEX,zinbwave,MeanVar,KDEstat,2.359529159
MGASTRULA,zinbwave,MeanVar,KDEstat,3.678777815
MOBNEW,zinbwave,MeanVar,KDEstat,0.182150054
MUSCLE,zinbwave,MeanVar,KDEstat,5.791741294
PDAC,zinbwave,MeanVar,KDEstat,-14.42444916
BREAST,scDesign3_gau(rf),MeanVar,KDEstat,15.52154016
HOSTEOSARCOMA,scDesign3_gau(rf),MeanVar,KDEstat,-0.476993162
HPROSTATE,scDesign3_gau(rf),MeanVar,KDEstat,174.1349012
MBRAIN,scDesign3_gau(rf),MeanVar,KDEstat,-17.82082858
MCATUMOR,scDesign3_gau(rf),MeanVar,KDEstat,-0.807586532
MCORTEX,scDesign3_gau(rf),MeanVar,KDEstat,107.0258929
MGASTRULA,scDesign3_gau(rf),MeanVar,KDEstat,42.45618423
MOBNEW,scDesign3_gau(rf),MeanVar,KDEstat,4.138241914
MUSCLE,scDesign3_gau(rf),MeanVar,KDEstat,168.6918238
PDAC,scDesign3_gau(rf),MeanVar,KDEstat,239.8247516
BREAST,scDesign3_nb(rf),MeanVar,KDEstat,-1.292781641
HOSTEOSARCOMA,scDesign3_nb(rf),MeanVar,KDEstat,-0.747467645
HPROSTATE,scDesign3_nb(rf),MeanVar,KDEstat,1.044204526
MBRAIN,scDesign3_nb(rf),MeanVar,KDEstat,0.116048009
MCATUMOR,scDesign3_nb(rf),MeanVar,KDEstat,-1.26276984
MCORTEX,scDesign3_nb(rf),MeanVar,KDEstat,1.003965497
MGASTRULA,scDesign3_nb(rf),MeanVar,KDEstat,-0.790999776
MOBNEW,scDesign3_nb(rf),MeanVar,KDEstat,-0.582831123
MUSCLE,scDesign3_nb(rf),MeanVar,KDEstat,-1.574867497
PDAC,scDesign3_nb(rf),MeanVar,KDEstat,-4.533570311
BREAST,scDesign3_poi(rf),MeanVar,KDEstat,-5.467196112
HOSTEOSARCOMA,scDesign3_poi(rf),MeanVar,KDEstat,-0.319064829
HPROSTATE,scDesign3_poi(rf),MeanVar,KDEstat,-1.351114275
MBRAIN,scDesign3_poi(rf),MeanVar,KDEstat,-1.31718204
MCATUMOR,scDesign3_poi(rf),MeanVar,KDEstat,-0.848758911
MCORTEX,scDesign3_poi(rf),MeanVar,KDEstat,16.84930594
MGASTRULA,scDesign3_poi(rf),MeanVar,KDEstat,3.564108755
MOBNEW,scDesign3_poi(rf),MeanVar,KDEstat,1.469429999
MUSCLE,scDesign3_poi(rf),MeanVar,KDEstat,-8.69177898
PDAC,scDesign3_poi(rf),MeanVar,KDEstat,-2.212637816
BREAST,SRTsim(rf),MeanVar,KDEstat,-1.313387778
HOSTEOSARCOMA,SRTsim(rf),MeanVar,KDEstat,-1.168115443
HPROSTATE,SRTsim(rf),MeanVar,KDEstat,-2.395583565
MBRAIN,SRTsim(rf),MeanVar,KDEstat,-1.344745795
MCATUMOR,SRTsim(rf),MeanVar,KDEstat,-0.809118555
MCORTEX,SRTsim(rf),MeanVar,KDEstat,-0.809299736
MGASTRULA,SRTsim(rf),MeanVar,KDEstat,0.343444014
MOBNEW,SRTsim(rf),MeanVar,KDEstat,-0.846334104
MUSCLE,SRTsim(rf),MeanVar,KDEstat,5.165848882
PDAC,SRTsim(rf),MeanVar,KDEstat,-3.1039507
BREAST,scDesign2,MeanFrac,KDEstat,-1.02203715
HOSTEOSARCOMA,scDesign2,MeanFrac,KDEstat,-0.180254262
HPROSTATE,scDesign2,MeanFrac,KDEstat,5.537219311
MBRAIN,scDesign2,MeanFrac,KDEstat,-1.003396379
MCATUMOR,scDesign2,MeanFrac,KDEstat,-0.96693855
MCORTEX,scDesign2,MeanFrac,KDEstat,3.163287378
MGASTRULA,scDesign2,MeanFrac,KDEstat,-0.646229927
MOBNEW,scDesign2,MeanFrac,KDEstat,-0.740179674
MUSCLE,scDesign2,MeanFrac,KDEstat,0.063403726
PDAC,scDesign2,MeanFrac,KDEstat,7.022977141
BREAST,scDesign3_gau,MeanFrac,KDEstat,233.3944753
HOSTEOSARCOMA,scDesign3_gau,MeanFrac,KDEstat,27.68178883
HPROSTATE,scDesign3_gau,MeanFrac,KDEstat,145.4739992
MBRAIN,scDesign3_gau,MeanFrac,KDEstat,189.9617284
MCATUMOR,scDesign3_gau,MeanFrac,KDEstat,36.09260492
MCORTEX,scDesign3_gau,MeanFrac,KDEstat,51.73408514
MGASTRULA,scDesign3_gau,MeanFrac,KDEstat,22.07010952
MOBNEW,scDesign3_gau,MeanFrac,KDEstat,7.083792999
MUSCLE,scDesign3_gau,MeanFrac,KDEstat,181.5992897
PDAC,scDesign3_gau,MeanFrac,KDEstat,127.7747941
BREAST,scDesign3_nb,MeanFrac,KDEstat,-1.059145493
HOSTEOSARCOMA,scDesign3_nb,MeanFrac,KDEstat,-0.913700997
HPROSTATE,scDesign3_nb,MeanFrac,KDEstat,1.988108715
MBRAIN,scDesign3_nb,MeanFrac,KDEstat,-0.962722464
MCATUMOR,scDesign3_nb,MeanFrac,KDEstat,-1.378668164
MCORTEX,scDesign3_nb,MeanFrac,KDEstat,13.35460564
MGASTRULA,scDesign3_nb,MeanFrac,KDEstat,-0.779314159
MOBNEW,scDesign3_nb,MeanFrac,KDEstat,-0.829224407
MUSCLE,scDesign3_nb,MeanFrac,KDEstat,-1.093426804
PDAC,scDesign3_nb,MeanFrac,KDEstat,2.121320823
BREAST,scDesign3_poi,MeanFrac,KDEstat,-0.010294526
HOSTEOSARCOMA,scDesign3_poi,MeanFrac,KDEstat,14.28700325
HPROSTATE,scDesign3_poi,MeanFrac,KDEstat,5.816825669
MBRAIN,scDesign3_poi,MeanFrac,KDEstat,31.79434578
MCATUMOR,scDesign3_poi,MeanFrac,KDEstat,2.298186204
MCORTEX,scDesign3_poi,MeanFrac,KDEstat,83.45562748
MGASTRULA,scDesign3_poi,MeanFrac,KDEstat,3.351294524
MOBNEW,scDesign3_poi,MeanFrac,KDEstat,-0.178512992
MUSCLE,scDesign3_poi,MeanFrac,KDEstat,5.771106965
PDAC,scDesign3_poi,MeanFrac,KDEstat,9.673188151
BREAST,SPARsim,MeanFrac,KDEstat,-2.866668678
HOSTEOSARCOMA,SPARsim,MeanFrac,KDEstat,-0.495152523
HPROSTATE,SPARsim,MeanFrac,KDEstat,-8.876398594
MBRAIN,SPARsim,MeanFrac,KDEstat,6.476840886
MCATUMOR,SPARsim,MeanFrac,KDEstat,-1.223733666
MCORTEX,SPARsim,MeanFrac,KDEstat,14.24294164
MGASTRULA,SPARsim,MeanFrac,KDEstat,3.983628587
MOBNEW,SPARsim,MeanFrac,KDEstat,-0.796392638
MUSCLE,SPARsim,MeanFrac,KDEstat,-6.686612381
PDAC,SPARsim,MeanFrac,KDEstat,1.013149455
BREAST,splatter,MeanFrac,KDEstat,39.07016638
HOSTEOSARCOMA,splatter,MeanFrac,KDEstat,23.63504947
HPROSTATE,splatter,MeanFrac,KDEstat,13.97973897
MBRAIN,splatter,MeanFrac,KDEstat,36.98804884
MCATUMOR,splatter,MeanFrac,KDEstat,26.87441746
MCORTEX,splatter,MeanFrac,KDEstat,36.15922071
MGASTRULA,splatter,MeanFrac,KDEstat,17.63375075
MOBNEW,splatter,MeanFrac,KDEstat,8.551013772
MUSCLE,splatter,MeanFrac,KDEstat,55.9361812
PDAC,splatter,MeanFrac,KDEstat,59.94092244
BREAST,SRTsim,MeanFrac,KDEstat,-0.999995488
HOSTEOSARCOMA,SRTsim,MeanFrac,KDEstat,-0.501834448
HPROSTATE,SRTsim,MeanFrac,KDEstat,5.913683826
MBRAIN,SRTsim,MeanFrac,KDEstat,-1.416522324
MCATUMOR,SRTsim,MeanFrac,KDEstat,-1.133347035
MCORTEX,SRTsim,MeanFrac,KDEstat,2.346970123
MGASTRULA,SRTsim,MeanFrac,KDEstat,-0.754763664
MOBNEW,SRTsim,MeanFrac,KDEstat,-0.831327597
MUSCLE,SRTsim,MeanFrac,KDEstat,103.2035441
PDAC,SRTsim,MeanFrac,KDEstat,5.702039885
BREAST,symsim,MeanFrac,KDEstat,115.2179379
HOSTEOSARCOMA,symsim,MeanFrac,KDEstat,1.918593013
HPROSTATE,symsim,MeanFrac,KDEstat,3.137865821
MBRAIN,symsim,MeanFrac,KDEstat,61.4450186
MCATUMOR,symsim,MeanFrac,KDEstat,15.51964376
MCORTEX,symsim,MeanFrac,KDEstat,57.32489653
MGASTRULA,symsim,MeanFrac,KDEstat,12.58480961
MOBNEW,symsim,MeanFrac,KDEstat,1.084921421
MUSCLE,symsim,MeanFrac,KDEstat,58.49535188
PDAC,symsim,MeanFrac,KDEstat,48.23561592
BREAST,zinbwave,MeanFrac,KDEstat,-1.052779458
HOSTEOSARCOMA,zinbwave,MeanFrac,KDEstat,1.33036391
HPROSTATE,zinbwave,MeanFrac,KDEstat,-0.41839045
MBRAIN,zinbwave,MeanFrac,KDEstat,1.793608021
MCATUMOR,zinbwave,MeanFrac,KDEstat,-1.334975903
MCORTEX,zinbwave,MeanFrac,KDEstat,1.620822046
MGASTRULA,zinbwave,MeanFrac,KDEstat,-0.081085167
MOBNEW,zinbwave,MeanFrac,KDEstat,-0.894818989
MUSCLE,zinbwave,MeanFrac,KDEstat,-4.42359744
PDAC,zinbwave,MeanFrac,KDEstat,-0.04504824
BREAST,scDesign3_gau(rf),MeanFrac,KDEstat,233.3944753
HOSTEOSARCOMA,scDesign3_gau(rf),MeanFrac,KDEstat,27.68178883
HPROSTATE,scDesign3_gau(rf),MeanFrac,KDEstat,145.4739992
MBRAIN,scDesign3_gau(rf),MeanFrac,KDEstat,189.9617284
MCATUMOR,scDesign3_gau(rf),MeanFrac,KDEstat,36.09260492
MCORTEX,scDesign3_gau(rf),MeanFrac,KDEstat,51.73408514
MGASTRULA,scDesign3_gau(rf),MeanFrac,KDEstat,22.07010952
MOBNEW,scDesign3_gau(rf),MeanFrac,KDEstat,7.083792999
MUSCLE,scDesign3_gau(rf),MeanFrac,KDEstat,181.5992897
PDAC,scDesign3_gau(rf),MeanFrac,KDEstat,127.7747941
BREAST,scDesign3_nb(rf),MeanFrac,KDEstat,-1.059145493
HOSTEOSARCOMA,scDesign3_nb(rf),MeanFrac,KDEstat,-0.913700997
HPROSTATE,scDesign3_nb(rf),MeanFrac,KDEstat,1.988108715
MBRAIN,scDesign3_nb(rf),MeanFrac,KDEstat,-0.981084087
MCATUMOR,scDesign3_nb(rf),MeanFrac,KDEstat,-1.378668164
MCORTEX,scDesign3_nb(rf),MeanFrac,KDEstat,13.35460564
MGASTRULA,scDesign3_nb(rf),MeanFrac,KDEstat,-0.746091878
MOBNEW,scDesign3_nb(rf),MeanFrac,KDEstat,-0.829224407
MUSCLE,scDesign3_nb(rf),MeanFrac,KDEstat,-1.093426804
PDAC,scDesign3_nb(rf),MeanFrac,KDEstat,2.121320823
BREAST,scDesign3_poi(rf),MeanFrac,KDEstat,-0.010294526
HOSTEOSARCOMA,scDesign3_poi(rf),MeanFrac,KDEstat,14.28700325
HPROSTATE,scDesign3_poi(rf),MeanFrac,KDEstat,5.816825669
MBRAIN,scDesign3_poi(rf),MeanFrac,KDEstat,31.79434578
MCATUMOR,scDesign3_poi(rf),MeanFrac,KDEstat,2.298186204
MCORTEX,scDesign3_poi(rf),MeanFrac,KDEstat,83.45562748
MGASTRULA,scDesign3_poi(rf),MeanFrac,KDEstat,3.351294524
MOBNEW,scDesign3_poi(rf),MeanFrac,KDEstat,-0.178512992
MUSCLE,scDesign3_poi(rf),MeanFrac,KDEstat,5.771106965
PDAC,scDesign3_poi(rf),MeanFrac,KDEstat,9.673188151
BREAST,SRTsim(rf),MeanFrac,KDEstat,-1.031824799
HOSTEOSARCOMA,SRTsim(rf),MeanFrac,KDEstat,-0.066281558
HPROSTATE,SRTsim(rf),MeanFrac,KDEstat,1.450246414
MBRAIN,SRTsim(rf),MeanFrac,KDEstat,-1.504630164
MCATUMOR,SRTsim(rf),MeanFrac,KDEstat,-1.008180026
MCORTEX,SRTsim(rf),MeanFrac,KDEstat,1.755257486
MGASTRULA,SRTsim(rf),MeanFrac,KDEstat,-0.690620114
MOBNEW,SRTsim(rf),MeanFrac,KDEstat,-0.823142066
MUSCLE,SRTsim(rf),MeanFrac,KDEstat,6.834885234
PDAC,SRTsim(rf),MeanFrac,KDEstat,0.174381362
BREAST,scDesign2,fracZero,KDEstat,-0.249692068
HOSTEOSARCOMA,scDesign2,fracZero,KDEstat,-0.046621285
HPROSTATE,scDesign2,fracZero,KDEstat,2.128848315
MBRAIN,scDesign2,fracZero,KDEstat,-0.794362499
MCATUMOR,scDesign2,fracZero,KDEstat,-0.691494824
MCORTEX,scDesign2,fracZero,KDEstat,-0.111815794
MGASTRULA,scDesign2,fracZero,KDEstat,-0.25738505
MOBNEW,scDesign2,fracZero,KDEstat,-0.707449468
MUSCLE,scDesign2,fracZero,KDEstat,0.164555203
PDAC,scDesign2,fracZero,KDEstat,1.377726003
BREAST,scDesign3_gau,fracZero,KDEstat,72.38538518
HOSTEOSARCOMA,scDesign3_gau,fracZero,KDEstat,30.50580385
HPROSTATE,scDesign3_gau,fracZero,KDEstat,40.4712245
MBRAIN,scDesign3_gau,fracZero,KDEstat,55.28487838
MCATUMOR,scDesign3_gau,fracZero,KDEstat,14.95618114
MCORTEX,scDesign3_gau,fracZero,KDEstat,41.69608436
MGASTRULA,scDesign3_gau,fracZero,KDEstat,14.22090583
MOBNEW,scDesign3_gau,fracZero,KDEstat,7.862010483
MUSCLE,scDesign3_gau,fracZero,KDEstat,65.37729784
PDAC,scDesign3_gau,fracZero,KDEstat,35.54907596
BREAST,scDesign3_nb,fracZero,KDEstat,-0.27710515
HOSTEOSARCOMA,scDesign3_nb,fracZero,KDEstat,-0.409268779
HPROSTATE,scDesign3_nb,fracZero,KDEstat,0.623736365
MBRAIN,scDesign3_nb,fracZero,KDEstat,-0.947358418
MCATUMOR,scDesign3_nb,fracZero,KDEstat,-0.846446591
MCORTEX,scDesign3_nb,fracZero,KDEstat,0.041572168
MGASTRULA,scDesign3_nb,fracZero,KDEstat,-0.336573396
MOBNEW,scDesign3_nb,fracZero,KDEstat,-0.760742824
MUSCLE,scDesign3_nb,fracZero,KDEstat,-0.31158832
PDAC,scDesign3_nb,fracZero,KDEstat,0.453494499
BREAST,scDesign3_poi,fracZero,KDEstat,-0.151809355
HOSTEOSARCOMA,scDesign3_poi,fracZero,KDEstat,4.559733548
HPROSTATE,scDesign3_poi,fracZero,KDEstat,0.520929177
MBRAIN,scDesign3_poi,fracZero,KDEstat,7.587356603
MCATUMOR,scDesign3_poi,fracZero,KDEstat,-0.336967767
MCORTEX,scDesign3_poi,fracZero,KDEstat,6.101927342
MGASTRULA,scDesign3_poi,fracZero,KDEstat,0.162862392
MOBNEW,scDesign3_poi,fracZero,KDEstat,-0.610312594
MUSCLE,scDesign3_poi,fracZero,KDEstat,0.442532415
PDAC,scDesign3_poi,fracZero,KDEstat,1.175130997
BREAST,SPARsim,fracZero,KDEstat,0.66719683
HOSTEOSARCOMA,SPARsim,fracZero,KDEstat,-0.270544633
HPROSTATE,SPARsim,fracZero,KDEstat,4.742846804
MBRAIN,SPARsim,fracZero,KDEstat,0.926137501
MCATUMOR,SPARsim,fracZero,KDEstat,-0.80469619
MCORTEX,SPARsim,fracZero,KDEstat,-0.010762429
MGASTRULA,SPARsim,fracZero,KDEstat,2.974894649
MOBNEW,SPARsim,fracZero,KDEstat,-0.758414199
MUSCLE,SPARsim,fracZero,KDEstat,-0.194978569
PDAC,SPARsim,fracZero,KDEstat,0.047215751
BREAST,splatter,fracZero,KDEstat,42.26451878
HOSTEOSARCOMA,splatter,fracZero,KDEstat,32.81114959
HPROSTATE,splatter,fracZero,KDEstat,4.762190396
MBRAIN,splatter,fracZero,KDEstat,41.78106021
MCATUMOR,splatter,fracZero,KDEstat,61.32147379
MCORTEX,splatter,fracZero,KDEstat,0.856888004
MGASTRULA,splatter,fracZero,KDEstat,0.99257997
MOBNEW,splatter,fracZero,KDEstat,13.79944835
MUSCLE,splatter,fracZero,KDEstat,23.25165962
PDAC,splatter,fracZero,KDEstat,14.0671792
BREAST,SRTsim,fracZero,KDEstat,-0.245197187
HOSTEOSARCOMA,SRTsim,fracZero,KDEstat,-0.229228862
HPROSTATE,SRTsim,fracZero,KDEstat,2.191708159
MBRAIN,SRTsim,fracZero,KDEstat,-1.073076361
MCATUMOR,SRTsim,fracZero,KDEstat,-0.709008311
MCORTEX,SRTsim,fracZero,KDEstat,-0.056062961
MGASTRULA,SRTsim,fracZero,KDEstat,-0.320381626
MOBNEW,SRTsim,fracZero,KDEstat,-0.765411333
MUSCLE,SRTsim,fracZero,KDEstat,0.266124469
PDAC,SRTsim,fracZero,KDEstat,1.460322576
BREAST,symsim,fracZero,KDEstat,28.91107144
HOSTEOSARCOMA,symsim,fracZero,KDEstat,12.82225446
HPROSTATE,symsim,fracZero,KDEstat,1.306072816
MBRAIN,symsim,fracZero,KDEstat,25.44894115
MCATUMOR,symsim,fracZero,KDEstat,6.953954469
MCORTEX,symsim,fracZero,KDEstat,12.39823446
MGASTRULA,symsim,fracZero,KDEstat,7.875433396
MOBNEW,symsim,fracZero,KDEstat,-0.097320542
MUSCLE,symsim,fracZero,KDEstat,10.27667856
PDAC,symsim,fracZero,KDEstat,7.928243078
BREAST,zinbwave,fracZero,KDEstat,-0.26661552
HOSTEOSARCOMA,zinbwave,fracZero,KDEstat,0.348343439
HPROSTATE,zinbwave,fracZero,KDEstat,-0.035062998
MBRAIN,zinbwave,fracZero,KDEstat,-0.770397392
MCATUMOR,zinbwave,fracZero,KDEstat,-0.832575716
MCORTEX,zinbwave,fracZero,KDEstat,-0.110494617
MGASTRULA,zinbwave,fracZero,KDEstat,-0.282114409
MOBNEW,zinbwave,fracZero,KDEstat,-0.793045972
MUSCLE,zinbwave,fracZero,KDEstat,-0.280695563
PDAC,zinbwave,fracZero,KDEstat,-0.075886513
BREAST,scDesign3_gau(rf),fracZero,KDEstat,72.38538518
HOSTEOSARCOMA,scDesign3_gau(rf),fracZero,KDEstat,30.50580385
HPROSTATE,scDesign3_gau(rf),fracZero,KDEstat,40.4712245
MBRAIN,scDesign3_gau(rf),fracZero,KDEstat,55.28487838
MCATUMOR,scDesign3_gau(rf),fracZero,KDEstat,14.95618114
MCORTEX,scDesign3_gau(rf),fracZero,KDEstat,41.69608436
MGASTRULA,scDesign3_gau(rf),fracZero,KDEstat,14.22090583
MOBNEW,scDesign3_gau(rf),fracZero,KDEstat,7.862010483
MUSCLE,scDesign3_gau(rf),fracZero,KDEstat,65.37729784
PDAC,scDesign3_gau(rf),fracZero,KDEstat,35.54907596
BREAST,scDesign3_nb(rf),fracZero,KDEstat,-0.27710515
HOSTEOSARCOMA,scDesign3_nb(rf),fracZero,KDEstat,-0.409268779
HPROSTATE,scDesign3_nb(rf),fracZero,KDEstat,0.623736365
MBRAIN,scDesign3_nb(rf),fracZero,KDEstat,-0.963780777
MCATUMOR,scDesign3_nb(rf),fracZero,KDEstat,-0.846446591
MCORTEX,scDesign3_nb(rf),fracZero,KDEstat,0.041572168
MGASTRULA,scDesign3_nb(rf),fracZero,KDEstat,-0.335256486
MOBNEW,scDesign3_nb(rf),fracZero,KDEstat,-0.760742824
MUSCLE,scDesign3_nb(rf),fracZero,KDEstat,-0.31158832
PDAC,scDesign3_nb(rf),fracZero,KDEstat,0.453494499
BREAST,scDesign3_poi(rf),fracZero,KDEstat,-0.151809355
HOSTEOSARCOMA,scDesign3_poi(rf),fracZero,KDEstat,4.559733548
HPROSTATE,scDesign3_poi(rf),fracZero,KDEstat,0.520929177
MBRAIN,scDesign3_poi(rf),fracZero,KDEstat,7.587356603
MCATUMOR,scDesign3_poi(rf),fracZero,KDEstat,-0.336967767
MCORTEX,scDesign3_poi(rf),fracZero,KDEstat,6.101927342
MGASTRULA,scDesign3_poi(rf),fracZero,KDEstat,0.162862392
MOBNEW,scDesign3_poi(rf),fracZero,KDEstat,-0.610312594
MUSCLE,scDesign3_poi(rf),fracZero,KDEstat,0.442532415
PDAC,scDesign3_poi(rf),fracZero,KDEstat,1.175130997
BREAST,SRTsim(rf),fracZero,KDEstat,-0.255257472
HOSTEOSARCOMA,SRTsim(rf),fracZero,KDEstat,0.073562682
HPROSTATE,SRTsim(rf),fracZero,KDEstat,0.796930475
MBRAIN,SRTsim(rf),fracZero,KDEstat,-1.008670554
MCATUMOR,SRTsim(rf),fracZero,KDEstat,-0.682939366
MCORTEX,SRTsim(rf),fracZero,KDEstat,-0.050703545
MGASTRULA,SRTsim(rf),fracZero,KDEstat,-0.306087651
MOBNEW,SRTsim(rf),fracZero,KDEstat,-0.67751371
MUSCLE,SRTsim(rf),fracZero,KDEstat,-0.287523383
PDAC,SRTsim(rf),fracZero,KDEstat,0.029255095
BREAST,scDesign2,TM,KDEstat,0.333333333
HOSTEOSARCOMA,scDesign2,TM,KDEstat,0.5625
HPROSTATE,scDesign2,TM,KDEstat,0.444444444
MBRAIN,scDesign2,TM,KDEstat,0.6875
MCATUMOR,scDesign2,TM,KDEstat,0.6875
MCORTEX,scDesign2,TM,KDEstat,0.4375
MGASTRULA,scDesign2,TM,KDEstat,0.2
MOBNEW,scDesign2,TM,KDEstat,0.375
MUSCLE,scDesign2,TM,KDEstat,0.666666667
PDAC,scDesign2,TM,KDEstat,0.3125
BREAST,scDesign3_gau,TM,KDEstat,0.666666667
HOSTEOSARCOMA,scDesign3_gau,TM,KDEstat,0.6875
HPROSTATE,scDesign3_gau,TM,KDEstat,0.444444444
MBRAIN,scDesign3_gau,TM,KDEstat,0.375
MCATUMOR,scDesign3_gau,TM,KDEstat,0.375
MCORTEX,scDesign3_gau,TM,KDEstat,0.625
MGASTRULA,scDesign3_gau,TM,KDEstat,0.44
MOBNEW,scDesign3_gau,TM,KDEstat,0.375
MUSCLE,scDesign3_gau,TM,KDEstat,0.333333333
PDAC,scDesign3_gau,TM,KDEstat,0.6875
BREAST,scDesign3_nb,TM,KDEstat,0.333333333
HOSTEOSARCOMA,scDesign3_nb,TM,KDEstat,0.375
HPROSTATE,scDesign3_nb,TM,KDEstat,0.333333333
MBRAIN,scDesign3_nb,TM,KDEstat,0.3125
MCATUMOR,scDesign3_nb,TM,KDEstat,0.1875
MCORTEX,scDesign3_nb,TM,KDEstat,0.3125
MGASTRULA,scDesign3_nb,TM,KDEstat,0.16
MOBNEW,scDesign3_nb,TM,KDEstat,0.375
MUSCLE,scDesign3_nb,TM,KDEstat,0.222222222
PDAC,scDesign3_nb,TM,KDEstat,0.3125
BREAST,scDesign3_poi,TM,KDEstat,0.444444444
HOSTEOSARCOMA,scDesign3_poi,TM,KDEstat,0.6875
HPROSTATE,scDesign3_poi,TM,KDEstat,0.222222222
MBRAIN,scDesign3_poi,TM,KDEstat,0.4375
MCATUMOR,scDesign3_poi,TM,KDEstat,0.1875
MCORTEX,scDesign3_poi,TM,KDEstat,0.5625
MGASTRULA,scDesign3_poi,TM,KDEstat,0.32
MOBNEW,scDesign3_poi,TM,KDEstat,0.1875
MUSCLE,scDesign3_poi,TM,KDEstat,0.333333333
PDAC,scDesign3_poi,TM,KDEstat,0.375
BREAST,SPARsim,TM,KDEstat,0.333333333
HOSTEOSARCOMA,SPARsim,TM,KDEstat,0.1875
HPROSTATE,SPARsim,TM,KDEstat,0.222222222
MBRAIN,SPARsim,TM,KDEstat,0
MCATUMOR,SPARsim,TM,KDEstat,0.0625
MCORTEX,SPARsim,TM,KDEstat,0.125
MGASTRULA,SPARsim,TM,KDEstat,0.24
MOBNEW,SPARsim,TM,KDEstat,0.0625
MUSCLE,SPARsim,TM,KDEstat,0.111111111
PDAC,SPARsim,TM,KDEstat,0.125
BREAST,splatter,TM,KDEstat,0.444444444
HOSTEOSARCOMA,splatter,TM,KDEstat,0
HPROSTATE,splatter,TM,KDEstat,0.222222222
MBRAIN,splatter,TM,KDEstat,0
MCATUMOR,splatter,TM,KDEstat,0
MCORTEX,splatter,TM,KDEstat,0.1875
MGASTRULA,splatter,TM,KDEstat,0.08
MOBNEW,splatter,TM,KDEstat,0
MUSCLE,splatter,TM,KDEstat,0.666666667
PDAC,splatter,TM,KDEstat,0.25
BREAST,SRTsim,TM,KDEstat,0.333333333
HOSTEOSARCOMA,SRTsim,TM,KDEstat,0.1875
